1.03 0.00161497 0.00161497  0.00803606 0.00168165 0.0517499 0.0607355
1.04 0.0016289 0.0016289  0.00811734 0.00170471 0.0523813 0.0616021
1.05 0.00164268 0.00164268  0.00819804 0.00172763 0.053006 0.0624633
1.06 0.00165629 0.00165629  0.00827814 0.00175041 0.0536237 0.0633185
1.07 0.00166974 0.00166974  0.0083576 0.00177303 0.0542342 0.0641675
1.08 0.00168302 0.00168302  0.0084364 0.00179548 0.0548372 0.0650098
1.09 0.00169614 0.00169614  0.0085145 0.00181774 0.0554326 0.0658451
1.1 0.0017091 0.0017091  0.00859188 0.00183982 0.0560201 0.0666728
1.11 0.00172188 0.00172188  0.00866852 0.00186169 0.0565995 0.0674927
1.12 0.0017345 0.0017345  0.00874437 0.00188335 0.0571705 0.0683043
1.13 0.00174695 0.00174695  0.00881942 0.00190479 0.057733 0.0691071
1.14 0.00175922 0.00175922  0.00889363 0.00192599 0.0582867 0.0699009
1.15 0.00177132 0.00177132  0.00896698 0.00194695 0.0588314 0.0706851
1.16 0.00178324 0.00178324  0.00903944 0.00196765 0.0593669 0.0714594
1.17 0.00179499 0.00179499  0.00911098 0.00198809 0.059893 0.0722234
1.18 0.00180656 0.00180656  0.00918158 0.00200825 0.0604094 0.0729768
1.19 0.00181795 0.00181795  0.00925121 0.00202812 0.0609161 0.073719
1.2 0.00182917 0.00182917  0.00931984 0.0020477 0.0614128 0.0744497
1.21 0.0018402 0.0018402  0.00938744 0.00206696 0.0618994 0.0751686
1.22 0.00185105 0.00185105  0.00945399 0.00208591 0.0623755 0.0758752
1.23 0.00186171 0.00186171  0.00951947 0.00210453 0.0628411 0.0765692
1.24 0.0018722 0.0018722  0.00958385 0.00212281 0.063296 0.0772502
1.25 0.00188249 0.00188249  0.0096471 0.00214074 0.06374 0.0779178
1.26 0.0018926 0.0018926  0.0097092 0.00215832 0.064173 0.0785717
1.27 0.00190252 0.00190252  0.00977012 0.00217553 0.0645947 0.0792115
1.28 0.00191226 0.00191226  0.00982984 0.00219236 0.065005 0.0798368
1.29 0.0019218 0.0019218  0.00988834 0.0022088 0.0654038 0.0804473
1.3 0.00193115 0.00193115  0.0099456 0.00222485 0.0657909 0.0810427
1.31 0.00194031 0.00194031  0.0100016 0.00224049 0.0661662 0.0816226
1.32 0.00194928 0.00194928  0.0100563 0.00225572 0.0665295 0.0821867
1.33 0.00195806 0.00195806  0.0101097 0.00227053 0.0668807 0.0827347
1.34 0.00196664 0.00196664  0.0101617 0.0022849 0.0672196 0.0832663
1.35 0.00197503 0.00197503  0.0102124 0.00229884 0.0675462 0.0837811
1.36 0.00198322 0.00198322  0.0102617 0.00231233 0.0678602 0.0842788
1.37 0.00199121 0.00199121  0.0103096 0.00232536 0.0681617 0.0847592
1.38 0.00199901 0.00199901  0.0103561 0.00233793 0.0684505 0.085222
1.39 0.00200661 0.00200661  0.0104012 0.00235004 0.0687264 0.0856669
1.4 0.00201401 0.00201401  0.0104448 0.00236166 0.0689893 0.0860937
1.41 0.0020212 0.0020212  0.010487 0.0023728 0.0692393 0.086502
1.42 0.0020282 0.0020282  0.0105276 0.00238345 0.0694761 0.0868917
1.43 0.002035 0.002035  0.0105668 0.0023936 0.0696997 0.0872624
1.44 0.0020416 0.0020416  0.0106044 0.00240324 0.06991 0.0876141
1.45 0.00204799 0.00204799  0.0106405 0.00241238 0.0701069 0.0879464
1.46 0.00205418 0.00205418  0.0106751 0.002421 0.0702904 0.0882592
1.47 0.00206016 0.00206016  0.010708 0.0024291 0.0704603 0.0885522
1.48 0.00206595 0.00206595  0.0107394 0.00243668 0.0706167 0.0888253
1.49 0.00207152 0.00207152  0.0107692 0.00244372 0.0707594 0.0890783
1.5 0.00207689 0.00207689  0.0107974 0.00245023 0.0708885 0.089311
1.51 0.00208206 0.00208206  0.0108239 0.0024562 0.0710037 0.0895233
1.52 0.00208702 0.00208702  0.0108489 0.00246162 0.0711052 0.0897151
1.53 0.00209177 0.00209177  0.0108722 0.0024665 0.0711929 0.0898861
1.54 0.00209631 0.00209631  0.0108938 0.00247083 0.0712668 0.0900364
1.55 0.00210065 0.00210065  0.0109137 0.0024746 0.0713267 0.0901658
1.56 0.00210478 0.00210478  0.010932 0.00247781 0.0713727 0.0902741
1.57 0.0021087 0.0021087  0.0109486 0.00248047 0.0714049 0.0903614
1.58 0.00211241 0.00211241  0.0109635 0.00248256 0.0714231 0.0904275
1.59 0.00211591 0.00211591  0.0109767 0.0024841 0.0714273 0.0904725
1.6 0.0021192 0.0021192  0.0109882 0.00248506 0.0714176 0.0904961
1.61 0.00212228 0.00212228  0.010998 0.00248547 0.071394 0.0904985
1.62 0.00212515 0.00212515  0.011006 0.0024853 0.0713565 0.0904796
1.63 0.00212781 0.00212781  0.0110124 0.00248457 0.071305 0.0904394
1.64 0.00213026 0.00213026  0.011017 0.00248327 0.0712396 0.0903779
1.65 0.0021325 0.0021325  0.0110198 0.00248141 0.0711604 0.0902951
1.66 0.00213452 0.00213452  0.0110209 0.00247898 0.0710674 0.090191
1.67 0.00213634 0.00213634  0.0110203 0.00247598 0.0709605 0.0900658
1.68 0.00213794 0.00213794  0.0110179 0.00247242 0.0708399 0.0899194
1.69 0.00213933 0.00213933  0.0110138 0.00246829 0.0707055 0.0897519
1.7 0.00214051 0.00214051  0.011008 0.00246361 0.0705575 0.0895634
1.71 0.00214148 0.00214148  0.0110004 0.00245836 0.0703959 0.089354
1.72 0.00214224 0.00214224  0.010991 0.00245256 0.0702208 0.0891237
1.73 0.00214278 0.00214278  0.0109799 0.00244621 0.0700321 0.0888728
1.74 0.00214311 0.00214311  0.0109671 0.0024393 0.0698301 0.0886014
1.75 0.00214323 0.00214323  0.0109525 0.00243185 0.0696147 0.0883095
1.76 0.00214314 0.00214314  0.0109361 0.00242386 0.0693861 0.0879974
1.77 0.00214283 0.00214283  0.0109181 0.00241532 0.0691443 0.0876652
1.78 0.00214231 0.00214231  0.0108983 0.00240626 0.0688894 0.087313
1.79 0.00214158 0.00214158  0.0108767 0.00239666 0.0686215 0.0869412
1.8 0.00214064 0.00214064  0.0108535 0.00238654 0.0683408 0.0865498
1.81 0.00213948 0.00213948  0.0108285 0.00237589 0.0680473 0.0861391
1.82 0.00213812 0.00213812  0.0108018 0.00236474 0.0677411 0.0857094
1.83 0.00213654 0.00213654  0.0107735 0.00235307 0.0674224 0.0852607
1.84 0.00213475 0.00213475  0.0107434 0.00234091 0.0670913 0.0847935
1.85 0.00213275 0.00213275  0.0107116 0.00232825 0.0667479 0.0843079
1.86 0.00213053 0.00213053  0.0106782 0.0023151 0.0663923 0.0838042
1.87 0.00212811 0.00212811  0.0106431 0.00230147 0.0660246 0.0832827
1.88 0.00212548 0.00212548  0.0106063 0.00228736 0.0656451 0.0827437
1.89 0.00212263 0.00212263  0.0105679 0.00227279 0.0652538 0.0821875
1.9 0.00211958 0.00211958  0.0105278 0.00225776 0.0648509 0.0816143
1.91 0.00211631 0.00211631  0.0104861 0.00224228 0.0644366 0.0810245
1.92 0.00211283 0.00211283  0.0104428 0.00222636 0.0640109 0.0804185
1.93 0.00210915 0.00210915  0.0103979 0.00221 0.0635742 0.0797964
1.94 0.00210526 0.00210526  0.0103514 0.00219322 0.0631264 0.0791588
1.95 0.00210116 0.00210116  0.0103034 0.00217602 0.0626679 0.0785059
1.96 0.00209685 0.00209685  0.0102537 0.00215842 0.0621987 0.077838
1.97 0.00209233 0.00209233  0.0102026 0.00214042 0.0617191 0.0771556
1.98 0.0020876 0.0020876  0.0101499 0.00212203 0.0612293 0.076459
1.99 0.00208267 0.00208267  0.0100957 0.00210327 0.0607293 0.0757486
2 0.00207753 0.00207753  0.01004 0.00208413 0.0602195 0.0750248
2.01 0.00207219 0.00207219  0.00998282 0.00206464 0.0597 0.0742879
2.02 0.00206664 0.00206664  0.00992418 0.00204481 0.059171 0.0735383
2.03 0.00206089 0.00206089  0.00986411 0.00202463 0.0586327 0.0727766
2.04 0.00205493 0.00205493  0.00980261 0.00200413 0.0580853 0.0720029
2.05 0.00204877 0.00204877  0.0097397 0.00198332 0.057529 0.0712179
2.06 0.0020424 0.0020424  0.00967542 0.0019622 0.0569641 0.0704218
2.07 0.00203583 0.00203583  0.00960976 0.00194079 0.0563907 0.0696151
2.08 0.00202906 0.00202906  0.00954277 0.00191909 0.0558091 0.0687982
2.09 0.00202209 0.00202209  0.00947445 0.00189713 0.0552195 0.0679715
2.1 0.00201492 0.00201492  0.00940483 0.0018749 0.0546222 0.0671355
2.11 0.00200755 0.00200755  0.00933393 0.00185243 0.0540172 0.0662907
2.12 0.00199998 0.00199998  0.00926178 0.00182972 0.053405 0.0654373
2.13 0.00199221 0.00199221  0.00918839 0.00180679 0.0527856 0.0645759
2.14 0.00198425 0.00198425  0.00911379 0.00178365 0.0521595 0.063707
2.15 0.00197609 0.00197609  0.009038 0.0017603 0.0515267 0.0628308
2.16 0.00196773 0.00196773  0.00896104 0.00173676 0.0508875 0.061948
2.17 0.00195917 0.00195917  0.00888295 0.00171305 0.0502423 0.0610588
2.18 0.00195042 0.00195042  0.00880374 0.00168917 0.0495912 0.0601639
2.19 0.00194148 0.00194148  0.00872344 0.00166513 0.0489345 0.0592635
2.2 0.00193235 0.00193235  0.00864208 0.00164096 0.0482724 0.0583582
2.21 0.00192302 0.00192302  0.00855967 0.00161665 0.0476052 0.0574484
2.22 0.0019135 0.0019135  0.00847625 0.00159222 0.0469332 0.0565345
2.23 0.00190379 0.00190379  0.00839185 0.00156769 0.0462566 0.0556169
2.24 0.0018939 0.0018939  0.00830648 0.00154307 0.0455757 0.0546962
2.25 0.00188381 0.00188381  0.00822018 0.00151835 0.0448908 0.0537727
2.26 0.00187354 0.00187354  0.00813297 0.00149357 0.0442021 0.0528469
2.27 0.00186308 0.00186308  0.00804487 0.00146873 0.0435098 0.0519192
2.28 0.00185243 0.00185243  0.00795593 0.00144384 0.0428143 0.05099
2.29 0.00184161 0.00184161  0.00786616 0.00141891 0.0421159 0.0500598
2.3 0.0018306 0.0018306  0.00777559 0.00139396 0.0414147 0.0491289
2.31 0.0018194 0.0018194  0.00768425 0.001369 0.0407112 0.0481979
2.32 0.00180803 0.00180803  0.00759217 0.00134403 0.0400055 0.0472671
2.33 0.00179647 0.00179647  0.00749937 0.00131907 0.0392979 0.0463369
2.34 0.00178474 0.00178474  0.00740589 0.00129413 0.0385887 0.0454078
2.35 0.00177283 0.00177283  0.00731175 0.00126922 0.0378783 0.0444801
2.36 0.00176074 0.00176074  0.00721699 0.00124435 0.0371668 0.0435543
2.37 0.00174848 0.00174848  0.00712163 0.00121953 0.0364545 0.0426307
2.38 0.00173604 0.00173604  0.00702569 0.00119478 0.0357418 0.0417097
2.39 0.00172343 0.00172343  0.00692922 0.0011701 0.0350289 0.0407918
2.4 0.00171065 0.00171065  0.00683223 0.0011455 0.0343162 0.0398773
2.41 0.00169769 0.00169769  0.00673476 0.001121 0.0336038 0.0389665
2.42 0.00168457 0.00168457  0.00663683 0.0010966 0.0328921 0.0380599
2.43 0.00167128 0.00167128  0.00653848 0.00107231 0.0321813 0.0371579
2.44 0.00165782 0.00165782  0.00643973 0.00104815 0.0314718 0.0362607
2.45 0.0016442 0.0016442  0.00634062 0.00102412 0.0307638 0.0353687
2.46 0.00163041 0.00163041  0.00624117 0.00100023 0.0300576 0.0344823
2.47 0.00161646 0.00161646  0.00614141 0.000976495 0.0293535 0.0336018
2.48 0.00160235 0.00160235  0.00604137 0.000952919 0.0286518 0.0327276
2.49 0.00158808 0.00158808  0.00594108 0.000929513 0.0279528 0.03186
2.5 0.00157365 0.00157365  0.00584057 0.000906284 0.0272566 0.0309993
2.51 0.00155906 0.00155906  0.00573986 0.000883241 0.0265638 0.0301457
2.52 0.00154432 0.00154432  0.00563899 0.000860393 0.0258744 0.0292998
2.53 0.00152942 0.00152942  0.00553798 0.000837748 0.0251888 0.0284616
2.54 0.00151437 0.00151437  0.00543686 0.000815313 0.0245072 0.0276316
2.55 0.00149916 0.00149916  0.00533566 0.000793096 0.02383 0.02681
2.56 0.00148381 0.00148381  0.00523441 0.000771105 0.0231574 0.0259971
2.57 0.00146831 0.00146831  0.00513313 0.000749346 0.0224897 0.0251932
2.58 0.00145265 0.00145265  0.00503185 0.000727827 0.0218272 0.0243985
2.59 0.00143686 0.00143686  0.0049306 0.000706554 0.0211701 0.0236134
2.6 0.00142092 0.00142092  0.00482941 0.000685534 0.0205187 0.022838
2.61 0.00140484 0.00140484  0.0047283 0.000664774 0.0198732 0.0220726
2.62 0.00138861 0.00138861  0.00462729 0.000644279 0.0192341 0.0213175
2.63 0.00137225 0.00137225  0.00452642 0.000624055 0.0186014 0.0205728
2.64 0.00135575 0.00135575  0.00442571 0.000604108 0.0179754 0.0198389
2.65 0.00133911 0.00133911  0.00432518 0.000584444 0.0173565 0.0191159
2.66 0.00132233 0.00132233  0.00422486 0.000565067 0.0167449 0.0184041
2.67 0.00130543 0.00130543  0.00412477 0.000545983 0.0161408 0.0177037
2.68 0.00128839 0.00128839  0.00402494 0.000527196 0.0155444 0.0170148
2.69 0.00127122 0.00127122  0.00392538 0.000508711 0.0149561 0.0163376
2.7 0.00125393 0.00125393  0.00382613 0.000490532 0.0143761 0.0156724
2.71 0.0012365 0.0012365  0.00372721 0.000472662 0.0138046 0.0150194
2.72 0.00121896 0.00121896  0.00362863 0.000455107 0.0132419 0.0143786
2.73 0.00120129 0.00120129  0.00353041 0.000437869 0.0126881 0.0137504
2.74 0.00118349 0.00118349  0.00343259 0.00042095 0.0121436 0.0131347
2.75 0.00116558 0.00116558  0.00333517 0.000404356 0.0116085 0.0125319
2.76 0.00114755 0.00114755  0.00323818 0.000388087 0.0110831 0.011942
2.77 0.00112941 0.00112941  0.00314164 0.000372147 0.0105676 0.0113652
2.78 0.00111115 0.00111115  0.00304556 0.000356537 0.0100622 0.0108016
2.79 0.00109278 0.00109278  0.00294997 0.00034126 0.00956714 0.0102513
2.8 0.00107429 0.00107429  0.00285487 0.000326317 0.00908262 0.00971459
2.81 0.0010557 0.0010557  0.00276029 0.000311709 0.00860885 0.00919145
2.82 0.001037 0.001037  0.00266624 0.000297437 0.00814602 0.00868204
2.83 0.0010182 0.0010182  0.00257274 0.000283502 0.00769434 0.00818646
2.84 0.000999295 0.000999295  0.0024798 0.000269904 0.007254 0.00770483
2.85 0.000980287 0.000980287  0.00238743 0.000256644 0.00682518 0.00723722
2.86 0.00096118 0.00096118  0.00229564 0.00024372 0.00640806 0.00678376
2.87 0.000941975 0.000941975  0.00220445 0.000231131 0.00600284 0.00634451
2.88 0.000922675 0.000922675  0.00211387 0.000218878 0.00560967 0.00591957
2.89 0.000903281 0.000903281  0.00202391 0.000206958 0.00522873 0.00550902
2.9 0.000883796 0.000883796  0.00193457 0.000195368 0.00486018 0.00511292
2.91 0.000864221 0.000864221  0.00184587 0.000184108 0.00450418 0.00473136
2.92 0.000844559 0.000844559  0.00175781 0.000173173 0.00416088 0.0043644
2.93 0.000824811 0.000824811  0.0016704 0.000162561 0.00383044 0.00401209
2.94 0.000804981 0.000804981  0.00158364 0.000152267 0.00351299 0.0036745
2.95 0.000785069 0.000785069  0.00149754 0.000142287 0.00320867 0.00335168
2.96 0.000765077 0.000765077  0.00141211 0.000132616 0.00291762 0.00304368
2.97 0.000745009 0.000745009  0.00132735 0.000123248 0.00263995 0.00275054
2.98 0.000724867 0.000724867  0.00124325 0.000114177 0.00237579 0.00247231
2.99 0.000704651 0.000704651  0.00115983 0.000105396 0.00212526 0.00220901
3 0.000684366 0.000684366  0.00107708 9.68975e-05 0.00188847 0.00196069
3.01 0.000664012 0.000664012  0.000995006 8.86726e-05 0.00166551 0.00172737
3.02 0.000643593 0.000643593  0.00091361 8.07122e-05 0.00145648 0.00150909
3.03 0.000623111 0.000623111  0.000832895 7.30067e-05 0.00126148 0.00130586
3.04 0.000602568 0.000602568  0.000752865 6.55451e-05 0.00108058 0.00111771
3.05 0.000581967 0.000581967  0.000673529 5.8316e-05 0.000913877 0.00094465
3.06 0.000561311 0.000561311  0.000594901 5.13071e-05 0.000761431 0.0007867
3.07 0.000540601 0.000540601  0.000517007 4.45054e-05 0.00062331 0.00064387
3.08 0.000519842 0.000519842  0.000439896 3.78972e-05 0.00049957 0.000516172
3.09 0.000499035 0.000499035  0.000363665 3.14685e-05 0.00039026 0.000403614
3.1 0.000478184 0.000478184  0.000288518 2.52053e-05 0.000295416 0.0003062
3.11 0.000457293 0.000457293  0.000214952 1.90954e-05 0.000215059 0.000223932
3.12 0.000436364 0.000436364  0.000144468 1.31335e-05 0.000149185 0.000156795
3.13 0.000415402 0.000415402  8.35901e-05 7.35134e-06 9.77396e-05 0.000104729
3.14 0.000394411 0.000394411  6.56332e-05 2.32315e-06 6.06002e-05 6.75228e-05
3.15 0.000373396 0.000373396  0.000112243 4.85621e-06 3.76869e-05 4.46293e-05
3.16 0.000352361 0.000352361  0.00017787 1.03223e-05 2.97584e-05 3.55814e-05
3.17 0.000331313 0.000331313  0.000247417 1.59112e-05 3.80001e-05 4.17783e-05
3.18 0.000310259 0.000310259  0.000318017 2.15224e-05 6.13211e-05 6.44264e-05
3.19 0.000289207 0.000289207  0.000388859 2.71547e-05 9.89278e-05 0.000102732
3.2 0.000268168 0.000268168  0.000459648 3.28214e-05 0.000150862 0.000156109
3.21 0.000247156 0.000247156  0.000530257 3.85394e-05 0.000217237 0.000224387
3.22 0.000226188 0.000226188  0.000600631 4.43269e-05 0.000298102 0.000307518
3.23 0.000205288 0.000205288  0.000670749 5.0202e-05 0.000393465 0.000405479
3.24 0.00018449 0.00018449  0.000740608 5.61826e-05 0.000503308 0.000518246
3.25 0.000163842 0.000163842  0.000810214 6.22862e-05 0.000627596 0.000645792
3.26 0.000143422 0.000143422  0.000879581 6.85296e-05 0.000766283 0.000788083
3.27 0.000123353 0.000123353  0.000948726 7.49288e-05 0.000919315 0.000945082
3.28 0.00010385 0.00010385  0.00101767 8.14991e-05 0.00108663 0.00111675
3.29 8.53145e-05 8.53145e-05  0.00108643 8.82549e-05 0.00126816 0.00130304
3.3 6.85464e-05 6.85464e-05  0.00115503 9.52095e-05 0.00146382 0.0015039
3.31 5.51924e-05 5.51924e-05  0.0012235 0.000102376 0.00167353 0.00171929
3.32 4.8189e-05 4.8189e-05  0.00129186 0.000109765 0.00189721 0.00194916
3.33 5.02686e-05 5.02686e-05  0.00136014 0.000117388 0.00213476 0.00219343
3.34 6.05021e-05 6.05021e-05  0.00142836 0.000125254 0.00238608 0.00245207
3.35 7.56473e-05 7.56473e-05  0.00149654 0.000133373 0.00265105 0.002725
3.36 9.33393e-05 9.33393e-05  0.00156472 0.000141752 0.00292957 0.00301216
3.37 0.000112376 0.000112376  0.00163292 0.000150399 0.00322152 0.00331348
3.38 0.000132173 0.000132173  0.00170117 0.000159321 0.00352677 0.00362891
3.39 0.000152427 0.000152427  0.00176948 0.000168522 0.00384519 0.00395835
3.4 0.000172972 0.000172972  0.0018379 0.000178009 0.00417664 0.00430174
3.41 0.000193707 0.000193707  0.00190643 0.000187785 0.00452099 0.00465901
3.42 0.000214571 0.000214571  0.00197511 0.000197854 0.00487808 0.00503006
3.43 0.000235521 0.000235521  0.00204396 0.00020822 0.00524777 0.00541481
3.44 0.00025653 0.00025653  0.00211301 0.000218886 0.00562988 0.00581319
3.45 0.000277576 0.000277576  0.00218227 0.000229853 0.00602427 0.0062251
3.46 0.000298643 0.000298643  0.00225177 0.000241123 0.00643076 0.00665044
